gameid,side,league,year,patch,teamname,datacompleteness,result,win,golddiffat10,firstdragon,dragons,opp_dragons,firstbaron,barons,opp_barons,towers,opp_towers,visionscore,vspm,killsat10,opp_killsat10,tower_diff,team_vspm,kills_diff_10
ESPORTSTMNT06_2540244,Red,TAL,2022,12.13,Fenerbahçe Academy,complete,1,1,66.0,0.0,1.0,4.0,1.0,0.0,0.0,8.0,2.0,422.0,12.3092,0.0,1.0,6.0,12.3092,-1.0
ESPORTSTMNT06_2540366,Blue,LEC,2022,12.13,Astralis,complete,1,1,456.0,0.0,1.0,3.0,1.0,0.0,0.0,10.0,3.0,568.0,17.4501,0.0,0.0,7.0,17.4501,0.0
ESPORTSTMNT06_2540366,Red,LEC,2022,12.13,Team BDS,complete,0,0,-456.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,10.0,450.0,13.8249,0.0,0.0,-7.0,13.8249,0.0
ESPORTSTMNT06_2540375,Blue,CBLOL,2022,12.13,RED Canids,complete,0,0,514.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,9.0,440.0,12.5238,1.0,0.0,-6.0,12.5238,1.0
ESPORTSTMNT06_2540375,Red,CBLOL,2022,12.13,FURIA,complete,1,1,-514.0,1.0,4.0,1.0,1.0,1.0,0.0,9.0,3.0,592.0,16.85,0.0,1.0,6.0,16.85,-1.0
ESPORTSTMNT06_2540390,Blue,LEC,2022,12.13,Team Vitality,complete,1,1,767.0,0.0,1.0,2.0,1.0,0.0,0.0,11.0,6.0,388.0,13.4256,0.0,0.0,5.0,13.4256,0.0
ESPORTSTMNT06_2540390,Red,LEC,2022,12.13,Misfits Gaming,complete,0,0,-767.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,11.0,314.0,10.865,0.0,0.0,-5.0,10.865,0.0
ESPORTSTMNT06_2540393,Blue,CBLOL,2022,12.13,paiN Gaming,complete,0,0,-884.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,8.0,392.0,12.5575,0.0,2.0,-7.0,12.5575,-2.0
ESPORTSTMNT06_2540393,Red,CBLOL,2022,12.13,KaBuM! Esports,complete,1,1,884.0,1.0,4.0,0.0,1.0,0.0,0.0,8.0,1.0,522.0,16.7218,2.0,0.0,7.0,16.7218,2.0
ESPORTSTMNT06_2540411,Blue,CBLOL,2022,12.13,Rensga eSports,complete,0,0,409.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,10.0,476.0,15.8315,0.0,0.0,-9.0,15.8315,0.0
ESPORTSTMNT06_2540411,Red,CBLOL,2022,12.13,Miners,complete,1,1,-409.0,1.0,2.0,3.0,1.0,1.0,0.0,10.0,1.0,468.0,15.5654,0.0,0.0,9.0,15.5654,0.0
ESPORTSTMNT06_2540426,Blue,CBLOL,2022,12.13,INTZ,complete,1,1,131.0,0.0,4.0,3.0,0.0,0.0,0.0,7.0,6.0,594.0,15.0063,0.0,0.0,1.0,15.0063,0.0
ESPORTSTMNT06_2540426,Red,CBLOL,2022,12.13,Los Grandes,complete,0,0,-131.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,7.0,664.0,16.7747,0.0,0.0,-1.0,16.7747,0.0
ESPORTSTMNT06_2540444,Blue,CBLOL,2022,12.13,Liberty,complete,0,0,-601.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,374.0,12.5224,1.0,1.0,-10.0,12.5224,0.0
ESPORTSTMNT06_2540444,Red,CBLOL,2022,12.13,LOUD,complete,1,1,601.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,0.0,546.0,18.2812,1.0,1.0,10.0,18.2812,0.0
ESPORTSTMNT06_2540460,Blue,LCS,2022,12.13,Immortals,complete,0,0,-113.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,7.0,644.0,18.5146,0.0,0.0,-5.0,18.5146,0.0
ESPORTSTMNT06_2540460,Red,LCS,2022,12.13,Team Liquid,complete,1,1,113.0,0.0,2.0,3.0,1.0,1.0,0.0,7.0,2.0,542.0,15.5822,0.0,0.0,5.0,15.5822,0.0
ESPORTSTMNT06_2540485,Blue,LCS,2022,12.13,TSM,complete,0,0,-683.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,8.0,412.0,15.2123,0.0,1.0,-5.0,15.2123,-1.0
ESPORTSTMNT06_2540485,Red,LCS,2022,12.13,100 Thieves,complete,1,1,683.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,3.0,362.0,13.3662,1.0,0.0,5.0,13.3662,1.0
ESPORTSTMNT06_2540501,Blue,LCS,2022,12.13,Dignitas,complete,0,0,10.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,10.0,576.0,16.3327,0.0,0.0,-7.0,16.3327,0.0
ESPORTSTMNT06_2540501,Red,LCS,2022,12.13,Cloud9,complete,1,1,-10.0,1.0,1.0,4.0,1.0,1.0,0.0,10.0,3.0,498.0,14.121,0.0,0.0,7.0,14.121,0.0
ESPORTSTMNT06_2540513,Blue,LCS,2022,12.13,FlyQuest,complete,1,1,420.0,0.0,1.0,3.0,1.0,0.0,0.0,11.0,1.0,408.0,13.791500000000001,0.0,1.0,10.0,13.791500000000001,-1.0
ESPORTSTMNT06_2540513,Red,LCS,2022,12.13,Golden Guardians,complete,0,0,-420.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,11.0,382.0,12.912700000000001,1.0,0.0,-10.0,12.912700000000001,1.0
ESPORTSTMNT06_2540775,Blue,EBL,2022,12.13,Diamant Esports,complete,0,0,1064.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,9.0,550.0,13.3875,3.0,1.0,-7.0,13.3875,2.0
ESPORTSTMNT06_2540775,Red,EBL,2022,12.13,Crvena zvezda Esports,complete,1,1,-1064.0,1.0,4.0,2.0,1.0,1.0,0.0,9.0,2.0,548.0,13.3387,1.0,3.0,7.0,13.3387,-2.0
ESPORTSTMNT06_2540778,Blue,LFL2,2022,12.13,PCS Taran,complete,1,1,64.0,0.0,4.0,3.0,1.0,1.0,0.0,9.0,6.0,526.0,13.194,0.0,0.0,3.0,13.194,0.0
ESPORTSTMNT06_2540778,Red,LFL2,2022,12.13,IziDream,complete,0,0,-64.0,1.0,3.0,4.0,0.0,0.0,1.0,6.0,9.0,624.0,15.6522,0.0,0.0,-3.0,15.6522,0.0
ESPORTSTMNT06_2540784,Blue,LFL2,2022,12.13,Tony Parker Adéquat Academy,complete,1,1,-74.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,2.0,406.0,15.9738,0.0,0.0,7.0,15.9738,0.0
ESPORTSTMNT06_2540784,Red,LFL2,2022,12.13,FC Nantes Esports,complete,0,0,74.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,9.0,284.0,11.1738,0.0,0.0,-7.0,11.1738,0.0
ESPORTSTMNT06_2540791,Blue,LFL2,2022,12.13,BK ROG Esports,complete,1,1,230.0,0.0,3.0,4.0,1.0,0.0,0.0,10.0,4.0,592.0,15.3302,0.0,0.0,6.0,15.3302,0.0
ESPORTSTMNT06_2540791,Red,LFL2,2022,12.13,Joblife,complete,0,0,-230.0,1.0,4.0,3.0,0.0,0.0,0.0,4.0,10.0,660.0,17.091,0.0,0.0,-6.0,17.091,0.0
ESPORTSTMNT06_2540805,Blue,LFL2,2022,12.13,beGenius ESC,complete,0,0,129.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,10.0,458.0,14.663800000000002,0.0,0.0,-7.0,14.663800000000002,0.0
ESPORTSTMNT06_2540805,Red,LFL2,2022,12.13,Atletec,complete,1,1,-129.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,3.0,410.0,13.126900000000001,0.0,0.0,7.0,13.126900000000001,0.0
ESPORTSTMNT06_2540813,Blue,LFL2,2022,12.13,Team MCES,complete,1,1,46.0,1.0,3.0,1.0,1.0,0.0,0.0,11.0,1.0,380.0,13.4672,0.0,0.0,10.0,13.4672,0.0
ESPORTSTMNT06_2540813,Red,LFL2,2022,12.13,Lille Esport,complete,0,0,-46.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,300.0,10.632,0.0,0.0,-10.0,10.632,0.0
ESPORTSTMNT06_2540889,Blue,UL,2022,12.13,Komil & Friends,complete,0,0,202.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,8.0,282.0,9.5702,0.0,0.0,-3.0,9.5702,0.0
ESPORTSTMNT06_2540889,Red,UL,2022,12.13,devils.one,complete,1,1,-202.0,1.0,5.0,0.0,1.0,0.0,0.0,8.0,5.0,420.0,14.2533,0.0,0.0,3.0,14.2533,0.0
ESPORTSTMNT06_2540892,Blue,UL,2022,12.13,Team ESCA Gaming,complete,1,1,249.0,1.0,4.0,2.0,1.0,0.0,0.0,8.0,3.0,454.0,13.4986,0.0,0.0,5.0,13.4986,0.0
ESPORTSTMNT06_2540892,Red,UL,2022,12.13,Goskilla,complete,0,0,-249.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,8.0,560.0,16.6502,0.0,0.0,-5.0,16.6502,0.0
ESPORTSTMNT06_2540904,Blue,UL,2022,12.13,Gentlemen's Gaming,complete,1,1,-699.0,1.0,4.0,1.0,1.0,0.0,0.0,10.0,7.0,556.0,14.6317,0.0,0.0,3.0,14.6317,0.0
ESPORTSTMNT06_2540904,Red,UL,2022,12.13,AGO ROGUE,complete,0,0,699.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,10.0,462.0,12.1578,0.0,0.0,-3.0,12.1578,0.0
ESPORTSTMNT06_2540910,Blue,UL,2022,12.13,Forsaken,complete,0,0,-348.0,1.0,2.0,4.0,1.0,0.0,0.0,4.0,9.0,530.0,14.0646,0.0,0.0,-5.0,14.0646,0.0
ESPORTSTMNT06_2540910,Red,UL,2022,12.13,Iron Wolves,complete,1,1,348.0,0.0,4.0,2.0,0.0,0.0,0.0,9.0,4.0,578.0,15.3383,0.0,0.0,5.0,15.3383,0.0
ESPORTSTMNT06_2540921,Blue,UL,2022,12.13,Zero Tenacity,complete,1,1,-517.0,0.0,4.0,3.0,1.0,0.0,0.0,9.0,4.0,792.0,18.1166,0.0,0.0,5.0,18.1166,0.0
ESPORTSTMNT06_2540921,Red,UL,2022,12.13,Illuminar Gaming,complete,0,0,517.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,9.0,740.0,16.9272,0.0,0.0,-5.0,16.9272,0.0
ESPORTSTMNT06_2540933,Blue,CBLOLA,2022,12.13,Miners Academy,complete,0,0,-381.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,9.0,492.0,15.569700000000001,0.0,0.0,-6.0,15.569700000000001,0.0
ESPORTSTMNT06_2540933,Red,CBLOLA,2022,12.13,paiN Gaming Academy,complete,1,1,381.0,0.0,3.0,2.0,0.0,0.0,0.0,9.0,3.0,496.0,15.6962,0.0,0.0,6.0,15.6962,0.0
ESPORTSTMNT06_2540943,Blue,CBLOLA,2022,12.13,FURIA Youth,complete,1,1,324.0,0.0,3.0,1.0,1.0,1.0,0.0,10.0,3.0,494.0,15.397400000000001,0.0,0.0,7.0,15.397400000000001,0.0
ESPORTSTMNT06_2540943,Red,CBLOLA,2022,12.13,Rensga Academy,complete,0,0,-324.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,10.0,376.0,11.7194,0.0,0.0,-7.0,11.7194,0.0
ESPORTSTMNT06_2540949,Blue,CBLOLA,2022,12.13,LOUD Academy,complete,0,0,-436.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,378.0,12.770199999999999,0.0,0.0,-10.0,12.770199999999999,0.0
ESPORTSTMNT06_2540949,Red,CBLOLA,2022,12.13,INTZ Academy,complete,1,1,436.0,0.0,3.0,1.0,1.0,0.0,0.0,11.0,1.0,480.0,16.2162,0.0,0.0,10.0,16.2162,0.0
ESPORTSTMNT06_2540951,Blue,CBLOLA,2022,12.13,KaBuM! Academy,complete,0,0,-422.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,7.0,478.0,15.536299999999999,0.0,0.0,-3.0,15.536299999999999,0.0
ESPORTSTMNT06_2540951,Red,CBLOLA,2022,12.13,Liberty Academy,complete,1,1,422.0,1.0,4.0,1.0,1.0,0.0,0.0,7.0,4.0,530.0,17.2264,0.0,0.0,3.0,17.2264,0.0
ESPORTSTMNT06_2540953,Blue,CBLOLA,2022,12.13,Los Grandes Academy,complete,0,0,777.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,9.0,518.0,14.598500000000001,1.0,0.0,-5.0,14.598500000000001,1.0
ESPORTSTMNT06_2540953,Red,CBLOLA,2022,12.13,RED Academy,complete,1,1,-777.0,1.0,4.0,1.0,1.0,0.0,0.0,9.0,4.0,604.0,17.022,0.0,1.0,5.0,17.022,-1.0
ESPORTSTMNT06_2540974,Blue,LCK,2022,12.13,T1,complete,1,1,866.0,0.0,2.0,2.0,1.0,1.0,0.0,9.0,2.0,434.0,14.2684,0.0,0.0,7.0,14.2684,0.0
ESPORTSTMNT06_2540974,Red,LCK,2022,12.13,KT Rolster,complete,0,0,-866.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,9.0,444.0,14.597100000000001,0.0,0.0,-7.0,14.597100000000001,0.0
ESPORTSTMNT06_2541042,Blue,LFL,2022,12.13,Solary,complete,1,1,-91.0,0.0,3.0,3.0,1.0,0.0,0.0,10.0,4.0,616.0,17.5415,0.0,0.0,6.0,17.5415,0.0
ESPORTSTMNT06_2541042,Red,LFL,2022,12.13,Team Oplon,complete,0,0,91.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,10.0,490.0,13.9535,0.0,0.0,-6.0,13.9535,0.0
ESPORTSTMNT06_2541044,Blue,LFL,2022,12.13,Team BDS Academy,complete,1,1,950.0,1.0,5.0,0.0,1.0,1.0,0.0,8.0,2.0,502.0,16.477,1.0,0.0,6.0,16.477,1.0
ESPORTSTMNT06_2541044,Red,LFL,2022,12.13,Team GO,complete,0,0,-950.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,8.0,500.0,16.4113,0.0,1.0,-6.0,16.4113,-1.0
ESPORTSTMNT06_2541060,Blue,LFL,2022,12.13,Vitality.Bee,complete,0,0,297.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,10.0,478.0,15.231,0.0,0.0,-7.0,15.231,0.0
ESPORTSTMNT06_2541060,Red,LFL,2022,12.13,LDLC OL,complete,1,1,-297.0,1.0,3.0,2.0,1.0,0.0,0.0,10.0,3.0,452.0,14.4026,0.0,0.0,7.0,14.4026,0.0
ESPORTSTMNT06_2541064,Blue,LFL,2022,12.13,Karmine Corp,complete,1,1,161.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,5.0,536.0,15.0632,0.0,0.0,2.0,15.0632,0.0
ESPORTSTMNT06_2541064,Red,LFL,2022,12.13,Misfits Premier,complete,0,0,-161.0,0.0,3.0,3.0,1.0,0.0,0.0,5.0,7.0,568.0,15.9625,0.0,0.0,-2.0,15.9625,0.0
ESPORTSTMNT06_2541067,Blue,UL,2022,12.13,AGO ROGUE,complete,0,0,853.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,11.0,284.0,9.4877,2.0,2.0,-9.0,9.4877,0.0
ESPORTSTMNT06_2541067,Red,UL,2022,12.13,Illuminar Gaming,complete,1,1,389.0,1.0,2.0,1.0,1.0,2.0,0.0,11.0,2.0,388.0,12.9622,2.0,3.0,9.0,12.9622,-1.0
ESPORTSTMNT06_2541068,Blue,LFL,2022,12.13,GameWard,complete,0,0,179.0,0.0,2.0,5.0,0.0,0.0,0.0,3.0,10.0,740.0,14.9696,0.0,0.0,-7.0,14.9696,0.0
ESPORTSTMNT06_2541068,Red,LFL,2022,12.13,Mirage Elyandra,complete,1,1,-179.0,1.0,5.0,2.0,1.0,0.0,0.0,10.0,3.0,802.0,16.2238,0.0,0.0,7.0,16.2238,0.0
ESPORTSTMNT06_2541104,Blue,LCKC,2022,12.13,Liiv SANDBOX Youth,complete,0,0,-484.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,9.0,454.0,14.528,0.0,1.0,-7.0,14.528,-1.0
ESPORTSTMNT06_2541104,Red,LCKC,2022,12.13,T1 Esports Academy,complete,1,1,484.0,1.0,3.0,1.0,1.0,0.0,0.0,9.0,2.0,480.0,15.36,1.0,0.0,7.0,15.36,1.0
ESPORTSTMNT06_2541175,Blue,LFL,2022,12.13,Team GO,complete,1,1,-228.0,1.0,4.0,0.0,1.0,0.0,0.0,10.0,3.0,440.0,15.7895,0.0,0.0,7.0,15.7895,0.0
ESPORTSTMNT06_2541175,Red,LFL,2022,12.13,Mirage Elyandra,complete,0,0,228.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,10.0,348.0,12.4881,0.0,0.0,-7.0,12.4881,0.0
ESPORTSTMNT06_2541177,Blue,EBL,2022,12.13,Valiance,complete,1,1,884.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,2.0,452.0,15.2359,2.0,0.0,6.0,15.2359,2.0
ESPORTSTMNT06_2541177,Red,EBL,2022,12.13,Partizan Esports,complete,0,0,-884.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,8.0,372.0,12.5394,0.0,2.0,-6.0,12.5394,-2.0
ESPORTSTMNT06_2541192,Blue,EBL,2022,12.13,Valiance,complete,1,1,-162.0,0.0,2.0,3.0,1.0,0.0,0.0,10.0,2.0,540.0,15.1969,0.0,0.0,8.0,15.1969,0.0
ESPORTSTMNT06_2541192,Red,EBL,2022,12.13,Partizan Esports,complete,0,0,162.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,10.0,460.0,12.9455,0.0,0.0,-8.0,12.9455,0.0
ESPORTSTMNT06_2541193,Blue,LFL,2022,12.13,GameWard,complete,1,1,548.0,0.0,2.0,2.0,1.0,0.0,0.0,11.0,2.0,458.0,14.0779,1.0,0.0,9.0,14.0779,1.0
ESPORTSTMNT06_2541193,Red,LFL,2022,12.13,Solary,complete,0,0,-548.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,11.0,408.0,12.541,0.0,1.0,-9.0,12.541,-1.0
ESPORTSTMNT06_2541221,Blue,EBL,2022,12.13,Valiance,complete,1,1,975.0,0.0,2.0,3.0,1.0,0.0,0.0,9.0,4.0,414.0,12.7253,0.0,0.0,5.0,12.7253,0.0
ESPORTSTMNT06_2541221,Red,EBL,2022,12.13,Partizan Esports,complete,0,0,-975.0,1.0,3.0,2.0,0.0,0.0,0.0,4.0,9.0,392.0,12.0492,0.0,0.0,-5.0,12.0492,0.0
ESPORTSTMNT06_2541224,Blue,LFL,2022,12.13,Vitality.Bee,complete,0,0,431.0,0.0,1.0,5.0,1.0,0.0,0.0,8.0,8.0,762.0,18.947400000000002,0.0,0.0,0.0,18.947400000000002,0.0
ESPORTSTMNT06_2541224,Red,LFL,2022,12.13,Team BDS Academy,complete,1,1,-431.0,1.0,5.0,1.0,0.0,0.0,0.0,8.0,8.0,752.0,18.6987,0.0,0.0,0.0,18.6987,0.0
ESPORTSTMNT06_2541301,Blue,LCKC,2022,12.13,Gen.G Global Academy,complete,0,0,-189.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,5.0,482.0,16.2747,0.0,0.0,-2.0,16.2747,0.0
ESPORTSTMNT06_2541301,Red,LCKC,2022,12.13,T1 Esports Academy,complete,1,1,189.0,1.0,3.0,1.0,0.0,0.0,0.0,5.0,3.0,450.0,15.1942,0.0,0.0,2.0,15.1942,0.0
ESPORTSTMNT06_2541302,Blue,LCKC,2022,12.13,Hanwha Life Esports Challengers,complete,1,1,78.0,0.0,3.0,3.0,1.0,0.0,0.0,8.0,4.0,560.0,15.8118,0.0,0.0,4.0,15.8118,0.0
ESPORTSTMNT06_2541302,Red,LCKC,2022,12.13,Nongshim Esports Academy,complete,0,0,-78.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,8.0,590.0,16.6589,0.0,0.0,-4.0,16.6589,0.0
ESPORTSTMNT06_2541342,Blue,TAL,2022,12.13,Team AURORA Academy,complete,0,0,37.0,0.0,3.0,5.0,0.0,0.0,0.0,7.0,10.0,680.0,14.7399,3.0,2.0,-3.0,14.7399,1.0
ESPORTSTMNT06_2541342,Red,TAL,2022,12.13,Fenerbahçe Academy,complete,1,1,-37.0,1.0,5.0,3.0,1.0,0.0,0.0,10.0,7.0,704.0,15.2602,2.0,3.0,3.0,15.2602,-1.0
ESPORTSTMNT06_2541345,Blue,TAL,2022,12.13,İstanbul Wildcats Academy,complete,1,1,-408.0,1.0,3.0,1.0,1.0,0.0,0.0,6.0,2.0,386.0,13.8104,0.0,0.0,4.0,13.8104,0.0
ESPORTSTMNT06_2541345,Red,TAL,2022,12.13,NASR eSports Turkey Academy,complete,0,0,408.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,6.0,352.0,12.5939,0.0,0.0,-4.0,12.5939,0.0
ESPORTSTMNT06_2541354,Blue,TAL,2022,12.13,Galakticos Academy,complete,0,0,-154.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,282.0,10.7977,0.0,0.0,-11.0,10.7977,0.0
ESPORTSTMNT06_2541354,Red,TAL,2022,12.13,Beşiktaş Academy,complete,1,1,154.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,0.0,332.0,12.7121,0.0,0.0,11.0,12.7121,0.0
ESPORTSTMNT06_2541444,Blue,TCL,2022,12.13,NASR eSports Turkey,complete,1,1,233.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,4.0,764.0,18.2994,0.0,0.0,5.0,18.2994,0.0
ESPORTSTMNT06_2541444,Red,TCL,2022,12.13,Team AURORA,complete,0,0,-233.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,9.0,534.0,12.7904,0.0,0.0,-5.0,12.7904,0.0
ESPORTSTMNT06_2541458,Blue,TCL,2022,12.13,5 Ronin,complete,0,0,-426.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,9.0,478.0,13.1801,0.0,0.0,-5.0,13.1801,0.0
ESPORTSTMNT06_2541458,Red,TCL,2022,12.13,Galakticos,complete,1,1,426.0,1.0,5.0,0.0,0.0,0.0,0.0,9.0,4.0,600.0,16.5441,0.0,0.0,5.0,16.5441,0.0
ESPORTSTMNT06_2541461,Blue,TCL,2022,12.13,Galatasaray Esports,complete,1,1,427.0,0.0,4.0,1.0,1.0,0.0,0.0,10.0,3.0,528.0,13.7979,1.0,1.0,7.0,13.7979,0.0
ESPORTSTMNT06_2541461,Red,TCL,2022,12.13,SuperMassive Blaze,complete,0,0,-427.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,10.0,536.0,14.0071,1.0,1.0,-7.0,14.0071,0.0
ESPORTSTMNT06_2541469,Blue,TCL,2022,12.13,Fenerbahçe Esports,complete,0,0,-1284.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,8.0,340.0,13.316,0.0,3.0,-6.0,13.316,-3.0
ESPORTSTMNT06_2541469,Red,TCL,2022,12.13,Dark Passage,complete,1,1,1284.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,2.0,384.0,15.0391,3.0,0.0,6.0,15.0391,3.0
ESPORTSTMNT06_2541470,Blue,LEC,2022,12.13,Misfits Gaming,complete,1,1,111.0,0.0,2.0,2.0,1.0,0.0,0.0,11.0,1.0,408.0,15.1672,0.0,0.0,10.0,15.1672,0.0
ESPORTSTMNT06_2541470,Red,LEC,2022,12.13,SK Gaming,complete,0,0,-111.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,11.0,322.0,11.9703,0.0,0.0,-10.0,11.9703,0.0
ESPORTSTMNT06_2541482,Blue,TCL,2022,12.13,İstanbul Wildcats,complete,1,1,-160.0,0.0,2.0,2.0,1.0,0.0,0.0,11.0,0.0,286.0,11.842600000000001,0.0,0.0,11.0,11.842600000000001,0.0
ESPORTSTMNT06_2541482,Red,TCL,2022,12.13,Beşiktaş Esports,complete,0,0,160.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,252.0,10.434899999999999,0.0,0.0,-11.0,10.434899999999999,0.0
ESPORTSTMNT06_2541495,Blue,LEC,2022,12.13,Astralis,complete,1,1,-193.0,0.0,2.0,2.0,1.0,0.0,0.0,10.0,2.0,534.0,16.9435,0.0,0.0,8.0,16.9435,0.0
ESPORTSTMNT06_2541495,Red,LEC,2022,12.13,Rogue,complete,0,0,193.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,10.0,442.0,14.0244,0.0,0.0,-8.0,14.0244,0.0
ESPORTSTMNT06_2541504,Blue,LEC,2022,12.13,MAD Lions KOI,complete,1,1,169.0,0.0,2.0,2.0,1.0,0.0,0.0,10.0,4.0,612.0,17.3371,1.0,1.0,6.0,17.3371,0.0
ESPORTSTMNT06_2541504,Red,LEC,2022,12.13,Excel Esports,complete,0,0,-169.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,10.0,580.0,16.4306,1.0,1.0,-6.0,16.4306,0.0
ESPORTSTMNT06_2541519,Blue,LEC,2022,12.13,Fnatic,complete,1,1,-231.0,0.0,2.0,2.0,1.0,0.0,0.0,11.0,3.0,454.0,15.4685,0.0,0.0,8.0,15.4685,0.0
ESPORTSTMNT06_2541519,Red,LEC,2022,12.13,Team BDS,complete,0,0,231.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,11.0,384.0,13.0835,0.0,0.0,-8.0,13.0835,0.0
ESPORTSTMNT06_2541533,Blue,LEC,2022,12.13,G2 Esports,complete,0,0,-806.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,11.0,376.0,13.2239,0.0,1.0,-9.0,13.2239,-1.0
ESPORTSTMNT06_2541533,Red,LEC,2022,12.13,Team Vitality,complete,1,1,806.0,1.0,4.0,0.0,1.0,0.0,0.0,11.0,2.0,428.0,15.0527,1.0,0.0,9.0,15.0527,1.0
ESPORTSTMNT06_2541572,Blue,LCK,2022,12.13,Hanwha Life Esports,complete,1,1,126.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,4.0,754.0,17.9452,0.0,0.0,4.0,17.9452,0.0
ESPORTSTMNT06_2541572,Red,LCK,2022,12.13,DN Freecs,complete,0,0,-126.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,8.0,780.0,18.564,0.0,0.0,-4.0,18.564,0.0
ESPORTSTMNT06_2541596,Blue,LCK,2022,12.13,DN Freecs,complete,1,1,-94.0,0.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,522.0,16.5627,0.0,0.0,9.0,16.5627,0.0
ESPORTSTMNT06_2541596,Red,LCK,2022,12.13,Hanwha Life Esports,complete,0,0,94.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,426.0,13.5166,0.0,0.0,-9.0,13.5166,0.0
ESPORTSTMNT06_2541603,Blue,LCK,2022,12.13,Hanwha Life Esports,complete,0,0,-223.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,10.0,614.0,15.148,0.0,0.0,-8.0,15.148,0.0
ESPORTSTMNT06_2541603,Red,LCK,2022,12.13,DN Freecs,complete,1,1,223.0,0.0,4.0,2.0,1.0,0.0,0.0,10.0,2.0,842.0,20.773,0.0,0.0,8.0,20.773,0.0
ESPORTSTMNT06_2541619,Blue,TCL,2022,12.13,Team AURORA,complete,0,0,118.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,9.0,318.0,11.5426,0.0,0.0,-7.0,11.5426,0.0
ESPORTSTMNT06_2541619,Red,TCL,2022,12.13,Fenerbahçe Esports,complete,1,1,-118.0,0.0,3.0,1.0,1.0,0.0,0.0,9.0,2.0,352.0,12.7768,0.0,0.0,7.0,12.7768,0.0
ESPORTSTMNT06_2541624,Blue,LCK,2022,12.13,Nongshim RedForce,complete,0,0,348.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,9.0,472.0,15.104,0.0,0.0,-6.0,15.104,0.0
